id,name-form,type_1,type_2,data_species,data_height,data_weight,ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,img
6800,Doublade-Doublade,Steel,Ghost,Sword Pokémon,0.8,4.5,No Guard,90,157,Medium Fast,50% male,50% female,59,110,150,45,49,35,448,https://img.pokemondb.net/artwork/large/doublade.jpg
6810,Aegislash-Shield Forme,Steel,Ghost,Royal Sword Pokémon,1.7,53.0,Stance Change,45,234,Medium Fast,50% male,50% female,60,50,140,50,140,60,500,https://img.pokemondb.net/artwork/large/aegislash-shield.jpg
6811,Aegislash-Blade Forme,Steel,Ghost,Royal Sword Pokémon,1.7,53.0,Stance Change,45,234,Medium Fast,50% male,50% female,60,140,50,140,50,60,500,https://img.pokemondb.net/artwork/large/aegislash-blade.jpg
6820,Spritzee-Spritzee,Fairy,-,Perfume Pokémon,0.2,0.5,Healer,200,68,Medium Fast,50% male,50% female,78,52,60,63,65,23,341,https://img.pokemondb.net/artwork/large/spritzee.jpg
6830,Aromatisse-Aromatisse,Fairy,-,Fragrance Pokémon,0.8,15.5,Healer,140,162,Medium Fast,50% male,50% female,101,72,72,99,89,29,462,https://img.pokemondb.net/artwork/large/aromatisse.jpg
6840,Swirlix-Swirlix,Fairy,-,Cotton Candy Pokémon,0.4,3.5,Sweet Veil,200,68,Medium Fast,50% male,50% female,62,48,66,59,57,49,341,https://img.pokemondb.net/artwork/large/swirlix.jpg
6850,Slurpuff-Slurpuff,Fairy,-,Meringue Pokémon,0.8,5.0,Sweet Veil,140,168,Medium Fast,50% male,50% female,82,80,86,85,75,72,480,https://img.pokemondb.net/artwork/large/slurpuff.jpg
6860,Inkay-Inkay,Dark,Psychic,Revolving Pokémon,0.4,3.5,Contrary,190,58,Medium Fast,50% male,50% female,53,54,53,37,46,45,288,https://img.pokemondb.net/artwork/large/inkay.jpg
6870,Malamar-Malamar,Dark,Psychic,Overturning Pokémon,1.5,47.0,Contrary,80,169,Medium Fast,50% male,50% female,86,92,88,68,75,73,482,https://img.pokemondb.net/artwork/large/malamar.jpg
6880,Binacle-Binacle,Rock,Water,Two-Handed Pokémon,0.5,31.0,Sniper,120,61,Medium Fast,50% male,50% female,42,52,67,39,56,50,306,https://img.pokemondb.net/artwork/large/binacle.jpg
6890,Barbaracle-Barbaracle,Rock,Water,Collective Pokémon,1.3,96.0,Sniper,45,175,Medium Fast,50% male,50% female,72,105,115,54,86,68,500,https://img.pokemondb.net/artwork/large/barbaracle.jpg
6900,Skrelp-Skrelp,Poison,Water,Mock Kelp Pokémon,0.5,7.3,Poison Point,225,64,Medium Fast,50% male,50% female,50,60,60,60,60,30,320,https://img.pokemondb.net/artwork/large/skrelp.jpg
6910,Dragalge-Dragalge,Poison,Dragon,Mock Kelp Pokémon,1.8,81.5,Poison Point,55,173,Medium Fast,50% male,50% female,65,75,90,97,123,44,494,https://img.pokemondb.net/artwork/large/dragalge.jpg
6920,Clauncher-Clauncher,Water,-,Water Gun Pokémon,0.5,8.3,Mega Launcher,225,66,Slow,50% male,50% female,50,53,62,58,63,44,330,https://img.pokemondb.net/artwork/large/clauncher.jpg
6930,Clawitzer-Clawitzer,Water,-,Howitzer Pokémon,1.3,35.3,Mega Launcher,55,100,Slow,50% male,50% female,71,73,88,120,89,59,500,https://img.pokemondb.net/artwork/large/clawitzer.jpg
6940,Helioptile-Helioptile,Electric,Normal,Generator Pokémon,0.5,6.0,Dry Skin,190,58,Medium Fast,50% male,50% female,44,38,33,61,43,70,289,https://img.pokemondb.net/artwork/large/helioptile.jpg
6950,Heliolisk-Heliolisk,Electric,Normal,Generator Pokémon,1.0,21.0,Dry Skin,75,168,Medium Fast,50% male,50% female,62,55,52,109,94,109,481,https://img.pokemondb.net/artwork/large/heliolisk.jpg
6960,Tyrunt-Tyrunt,Rock,Dragon,Royal Heir Pokémon,0.8,26.0,Strong Jaw,45,72,Medium Fast,87.5% male,12.5% female,58,89,77,45,45,48,362,https://img.pokemondb.net/artwork/large/tyrunt.jpg
6970,Tyrantrum-Tyrantrum,Rock,Dragon,Despot Pokémon,2.5,270.0,Strong Jaw,45,182,Medium Fast,87.5% male,12.5% female,82,121,119,69,59,71,521,https://img.pokemondb.net/artwork/large/tyrantrum.jpg
6980,Amaura-Amaura,Rock,Ice,Tundra Pokémon,1.3,25.2,Refrigerate,45,72,Medium Fast,87.5% male,12.5% female,77,59,50,67,63,46,362,https://img.pokemondb.net/artwork/large/amaura.jpg
6990,Aurorus-Aurorus,Rock,Ice,Tundra Pokémon,2.7,225.0,Refrigerate,45,104,Medium Fast,87.5% male,12.5% female,123,77,72,99,92,58,521,https://img.pokemondb.net/artwork/large/aurorus.jpg
7000,Sylveon-Sylveon,Fairy,-,Intertwining Pokémon,1.0,23.5,Cute Charm,45,184,Medium Fast,87.5% male,12.5% female,95,65,65,110,130,60,525,https://img.pokemondb.net/artwork/large/sylveon.jpg
7010,Hawlucha-Hawlucha,Fighting,Flying,Wrestling Pokémon,0.8,21.5,Limber,100,175,Medium Fast,50% male,50% female,78,92,75,74,63,118,500,https://img.pokemondb.net/artwork/large/hawlucha.jpg
7020,Dedenne-Dedenne,Electric,Fairy,Antenna Pokémon,0.2,2.2,Cheek Pouch,180,151,Medium Fast,50% male,50% female,67,58,57,81,67,101,431,https://img.pokemondb.net/artwork/large/dedenne.jpg
7030,Carbink-Carbink,Rock,Fairy,Jewel Pokémon,0.3,5.7,Clear Body,60,100,Slow,Genderless,Genderless,50,50,150,50,150,50,500,https://img.pokemondb.net/artwork/large/carbink.jpg
7040,Goomy-Goomy,Dragon,-,Soft Tissue Pokémon,0.3,2.8,Sap Sipper,45,60,Slow,50% male,50% female,45,50,35,55,75,40,300,https://img.pokemondb.net/artwork/large/goomy.jpg
7050,Sliggoo-Sliggoo,Dragon,-,Soft Tissue Pokémon,0.8,17.5,Sap Sipper,45,158,Slow,50% male,50% female,68,75,53,83,113,60,452,https://img.pokemondb.net/artwork/large/sliggoo.jpg
7051,Sliggoo-Hisuian Sliggoo,Dragon,-,Snail Pokémon,0.7,68.5,Sap Sipper,—,—,—,—,—,58,75,83,83,113,40,452,https://img.pokemondb.net/artwork/large/sliggoo-hisuian.jpg
7060,Goodra-Goodra,Dragon,-,Dragon Pokémon,2.0,150.5,Sap Sipper,45,270,Slow,50% male,50% female,90,100,70,110,150,80,600,https://img.pokemondb.net/artwork/large/goodra.jpg
7061,Goodra-Hisuian Goodra,Dragon,-,Shell Bunker Pokémon,1.7,334.1,Sap Sipper,—,—,—,—,—,80,100,100,110,150,60,600,https://img.pokemondb.net/artwork/large/goodra-hisuian.jpg
7070,Klefki-Klefki,Steel,Fairy,Key Ring Pokémon,0.2,3.0,Prankster,75,165,Fast,50% male,50% female,57,80,91,80,87,75,470,https://img.pokemondb.net/artwork/large/klefki.jpg
7080,Phantump-Phantump,Ghost,Grass,Stump Pokémon,0.4,7.0,Natural Cure,120,62,Medium Fast,50% male,50% female,43,70,48,50,60,38,309,https://img.pokemondb.net/artwork/large/phantump.jpg
7090,Trevenant-Trevenant,Ghost,Grass,Elder Tree Pokémon,1.5,71.0,Natural Cure,60,166,Medium Fast,50% male,50% female,85,110,76,65,82,56,474,https://img.pokemondb.net/artwork/large/trevenant.jpg
7100,Pumpkaboo-Average Size,Ghost,Grass,Pumpkin Pokémon,0.4,5.0,Pickup,120,67,Medium Fast,50% male,50% female,49,66,70,44,55,51,335,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7101,Pumpkaboo-Small Size,Ghost,Grass,Pumpkin Pokémon,0.3,3.5,Pickup,120,67,Medium Fast,50% male,50% female,44,66,70,44,55,56,335,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7102,Pumpkaboo-Large Size,Ghost,Grass,Pumpkin Pokémon,0.5,7.5,Pickup,120,67,Medium Fast,50% male,50% female,54,66,70,44,55,46,335,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7103,Pumpkaboo-Super Size,Ghost,Grass,Pumpkin Pokémon,0.8,15.0,Pickup,120,67,Medium Fast,50% male,50% female,59,66,70,44,55,41,335,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7110,Gourgeist-Average Size,Ghost,Grass,Pumpkin Pokémon,0.9,12.5,Pickup,60,173,Medium Fast,50% male,50% female,65,90,122,58,75,84,494,https://img.pokemondb.net/artwork/gourgeist.jpg
7111,Gourgeist-Small Size,Ghost,Grass,Pumpkin Pokémon,0.7,9.5,Pickup,60,173,Medium Fast,50% male,50% female,55,85,122,58,75,99,494,https://img.pokemondb.net/artwork/gourgeist.jpg
7112,Gourgeist-Large Size,Ghost,Grass,Pumpkin Pokémon,1.1,14.0,Pickup,60,173,Medium Fast,50% male,50% female,75,95,122,58,75,69,494,https://img.pokemondb.net/artwork/gourgeist.jpg
7113,Gourgeist-Super Size,Ghost,Grass,Pumpkin Pokémon,1.7,39.0,Pickup,60,173,Medium Fast,50% male,50% female,85,100,122,58,75,54,494,https://img.pokemondb.net/artwork/gourgeist.jpg
7120,Bergmite-Bergmite,Ice,-,Ice Chunk Pokémon,1.0,99.5,Own Tempo,190,61,Medium Fast,50% male,50% female,55,69,85,32,35,28,304,https://img.pokemondb.net/artwork/large/bergmite.jpg
7130,Avalugg-Avalugg,Ice,-,Iceberg Pokémon,2.0,505.0,Own Tempo,55,180,Medium Fast,50% male,50% female,95,117,184,44,46,28,514,https://img.pokemondb.net/artwork/large/avalugg.jpg
7131,Avalugg-Hisuian Avalugg,Ice,-,Iceberg Pokémon,1.4,262.4,Strong Jaw,—,—,—,—,—,95,127,184,34,36,38,514,https://img.pokemondb.net/artwork/large/avalugg-hisuian.jpg
7140,Noibat-Noibat,Flying,Dragon,Sound Wave Pokémon,0.5,8.0,Frisk,190,49,Medium Fast,50% male,50% female,40,30,35,45,40,55,245,https://img.pokemondb.net/artwork/large/noibat.jpg
7150,Noivern-Noivern,Flying,Dragon,Sound Wave Pokémon,1.5,85.0,Frisk,45,187,Medium Fast,50% male,50% female,85,70,80,97,80,123,535,https://img.pokemondb.net/artwork/large/noivern.jpg
7160,Xerneas-Xerneas,Fairy,-,Life Pokémon,3.0,215.0,Fairy Aura,45,306,Slow,Genderless,Genderless,126,131,95,131,98,99,680,https://img.pokemondb.net/artwork/large/xerneas.jpg
7170,Yveltal-Yveltal,Dark,Flying,Destruction Pokémon,5.8,203.0,Dark Aura,45,306,Slow,Genderless,Genderless,126,131,95,131,98,99,680,https://img.pokemondb.net/artwork/large/yveltal.jpg
7180,Zygarde-50% Forme,Dragon,Ground,Order Pokémon,5.0,305.0,Aura Break,3,270,Slow,Genderless,Genderless,108,100,121,81,95,95,600,https://img.pokemondb.net/artwork/large/zygarde-50.jpg
7181,Zygarde-10% Forme,Dragon,Ground,Order Pokémon,1.2,33.5,Aura Break,3,219,Slow,Genderless,Genderless,54,100,71,61,85,115,486,https://img.pokemondb.net/artwork/large/zygarde-10.jpg
7182,Zygarde-Complete Forme,Dragon,Ground,Order Pokémon,4.5,610.0,Power Construct,3,319,Slow,Genderless,Genderless,216,100,121,91,95,85,708,https://img.pokemondb.net/artwork/large/zygarde-complete.jpg
7190,Diancie-Diancie,Rock,Fairy,Jewel Pokémon,0.7,8.8,Clear Body,3,270,Slow,Genderless,Genderless,50,100,150,100,150,50,600,https://img.pokemondb.net/artwork/large/diancie.jpg
7191,Diancie-Mega Diancie,Rock,Fairy,Jewel Pokémon,1.1,27.8,Magic Bounce,3,315,Slow,Genderless,Genderless,50,160,110,160,110,110,700,https://img.pokemondb.net/artwork/large/diancie-mega.jpg
7200,Hoopa-Hoopa Confined,Psychic,Ghost,Mischief Pokémon,0.5,9.0,Magician,3,270,Slow,Genderless,Genderless,80,110,60,150,130,70,600,https://img.pokemondb.net/artwork/large/hoopa-confined.jpg
7201,Hoopa-Hoopa Unbound,Psychic,Ghost,Djinn Pokémon,6.5,490.0,Magician,3,306,Slow,Genderless,Genderless,80,160,60,170,130,80,680,https://img.pokemondb.net/artwork/large/hoopa-unbound.jpg
7210,Volcanion-Volcanion,Fire,Water,Steam Pokémon,1.7,195.0,Water Absorb,3,270,Slow,Genderless,Genderless,80,110,120,130,90,70,600,https://img.pokemondb.net/artwork/large/volcanion.jpg
7220,Rowlet-Rowlet,Grass,Flying,Grass Quill Pokémon,0.3,1.5,Overgrow,45,64,Medium Slow,87.5% male,12.5% female,68,55,55,50,50,42,320,https://img.pokemondb.net/artwork/large/rowlet.jpg
7230,Dartrix-Dartrix,Grass,Flying,Blade Quill Pokémon,0.7,16.0,Overgrow,45,147,Medium Slow,87.5% male,12.5% female,78,75,75,70,70,52,420,https://img.pokemondb.net/artwork/large/dartrix.jpg
7240,Decidueye-Decidueye,Grass,Ghost,Arrow Quill Pokémon,1.6,36.6,Overgrow,45,239,Medium Slow,87.5% male,12.5% female,78,107,75,100,100,70,530,https://img.pokemondb.net/artwork/large/decidueye.jpg
7241,Decidueye-Hisuian Decidueye,Grass,Ghost,Arrow Quill Pokémon,1.6,37.0,Overgrow,—,—,—,—,—,88,112,80,95,95,60,530,https://img.pokemondb.net/artwork/large/decidueye-hisuian.jpg
7250,Litten-Litten,Fire,-,Fire Cat Pokémon,0.4,4.3,Blaze,45,64,Medium Slow,87.5% male,12.5% female,45,65,40,60,40,70,320,https://img.pokemondb.net/artwork/large/litten.jpg
7260,Torracat-Torracat,Fire,-,Fire Cat Pokémon,0.7,25.0,Blaze,45,147,Medium Slow,87.5% male,12.5% female,65,85,50,80,50,90,420,https://img.pokemondb.net/artwork/large/torracat.jpg
7270,Incineroar-Incineroar,Fire,Dark,Heel Pokémon,1.8,83.0,Blaze,45,239,Medium Slow,87.5% male,12.5% female,95,115,90,80,90,60,530,https://img.pokemondb.net/artwork/large/incineroar.jpg
7280,Popplio-Popplio,Water,-,Sea Lion Pokémon,0.4,7.5,Torrent,45,64,Medium Slow,87.5% male,12.5% female,50,54,54,66,56,40,320,https://img.pokemondb.net/artwork/large/popplio.jpg
7290,Brionne-Brionne,Water,-,Pop Star Pokémon,0.6,17.5,Torrent,45,147,Medium Slow,87.5% male,12.5% female,60,69,69,91,81,50,420,https://img.pokemondb.net/artwork/large/brionne.jpg
7300,Primarina-Primarina,Water,Fairy,Soloist Pokémon,1.8,44.0,Torrent,45,239,Medium Slow,87.5% male,12.5% female,80,74,74,126,116,60,530,https://img.pokemondb.net/artwork/large/primarina.jpg
7310,Pikipek-Pikipek,Normal,Flying,Woodpecker Pokémon,0.3,1.2,Keen Eye,255,53,Medium Fast,50% male,50% female,35,75,30,30,30,65,265,https://img.pokemondb.net/artwork/large/pikipek.jpg
7320,Trumbeak-Trumbeak,Normal,Flying,Bugle Beak Pokémon,0.6,14.8,Keen Eye,120,124,Medium Fast,50% male,50% female,55,85,50,40,50,75,355,https://img.pokemondb.net/artwork/large/trumbeak.jpg
7330,Toucannon-Toucannon,Normal,Flying,Cannon Pokémon,1.1,26.0,Keen Eye,45,218,Medium Fast,50% male,50% female,80,120,75,75,75,60,485,https://img.pokemondb.net/artwork/large/toucannon.jpg
7340,Yungoos-Yungoos,Normal,-,Loitering Pokémon,0.4,6.0,Strong Jaw,255,51,Medium Fast,50% male,50% female,48,70,30,30,30,45,253,https://img.pokemondb.net/artwork/large/yungoos.jpg
7350,Gumshoos-Gumshoos,Normal,-,Stakeout Pokémon,0.7,14.2,Strong Jaw,127,146,Medium Fast,50% male,50% female,88,110,60,55,60,45,418,https://img.pokemondb.net/artwork/large/gumshoos.jpg
7360,Grubbin-Grubbin,Bug,-,Larva Pokémon,0.4,4.4,Swarm,255,60,Medium Fast,50% male,50% female,47,62,45,55,45,46,300,https://img.pokemondb.net/artwork/large/grubbin.jpg
7370,Charjabug-Charjabug,Bug,Electric,Battery Pokémon,0.5,10.5,Battery,120,140,Medium Fast,50% male,50% female,57,82,95,55,75,36,400,https://img.pokemondb.net/artwork/large/charjabug.jpg
7380,Vikavolt-Vikavolt,Bug,Electric,Stag Beetle Pokémon,1.5,45.0,Levitate,45,225,Medium Fast,50% male,50% female,77,70,90,145,75,43,500,https://img.pokemondb.net/artwork/large/vikavolt.jpg
7390,Crabrawler-Crabrawler,Fighting,-,Boxing Pokémon,0.6,7.0,Hyper Cutter,225,68,Medium Fast,50% male,50% female,47,82,57,42,47,63,338,https://img.pokemondb.net/artwork/large/crabrawler.jpg
7400,Crabominable-Crabominable,Fighting,Ice,Woolly Crab Pokémon,1.7,180.0,Hyper Cutter,60,167,Medium Fast,50% male,50% female,97,132,77,62,67,43,478,https://img.pokemondb.net/artwork/large/crabominable.jpg
7410,Oricorio-Baile Style,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,45,167,Medium Fast,25% male,75% female,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg
7411,Oricorio-Pom-Pom Style,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,45,167,Medium Fast,25% male,75% female,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-pom-pom.jpg
7412,Oricorio-Pa'u Style,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,45,167,Medium Fast,25% male,75% female,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-pau.jpg
7413,Oricorio-Sensu Style,Fire,Flying,Dancing Pokémon,0.6,3.4,Dancer,45,167,Medium Fast,25% male,75% female,75,70,70,98,70,93,476,https://img.pokemondb.net/artwork/large/oricorio-sensu.jpg
7420,Cutiefly-Cutiefly,Bug,Fairy,Bee Fly Pokémon,0.1,0.2,Honey Gather,190,61,Medium Fast,50% male,50% female,40,45,40,55,40,84,304,https://img.pokemondb.net/artwork/large/cutiefly.jpg
7430,Ribombee-Ribombee,Bug,Fairy,Bee Fly Pokémon,0.2,0.5,Honey Gather,75,162,Medium Fast,50% male,50% female,60,55,60,95,70,124,464,https://img.pokemondb.net/artwork/large/ribombee.jpg
7440,Rockruff-Rockruff,Rock,-,Puppy Pokémon,0.5,9.2,Keen Eye,190,56,Medium Fast,50% male,50% female,45,65,40,30,40,60,280,https://img.pokemondb.net/artwork/large/rockruff.jpg
7441,Rockruff-Own Tempo Rockruff,Rock,-,Puppy Pokémon,0.5,9.2,Own Tempo,190,56,Medium Fast,50% male,50% female,45,65,40,30,40,60,280,https://img.pokemondb.net/artwork/rockruff.jpg
7450,Lycanroc-Midday Form,Rock,-,Wolf Pokémon,0.8,25.0,Keen Eye,90,170,Medium Fast,50% male,50% female,75,115,65,55,65,112,487,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg
7451,Lycanroc-Midnight Form,Rock,-,Wolf Pokémon,1.1,25.0,Keen Eye,90,170,Medium Fast,50% male,50% female,85,115,75,55,75,82,487,https://img.pokemondb.net/artwork/large/lycanroc-midnight.jpg
7452,Lycanroc-Dusk Form,Rock,-,Wolf Pokémon,0.8,25.0,Tough Claws,90,170,Medium Fast,50% male,50% female,75,117,65,55,65,110,487,https://img.pokemondb.net/artwork/large/lycanroc-dusk.jpg
7460,Wishiwashi-Solo Form,Water,-,Small Fry Pokémon,0.2,0.3,Schooling,60,61,Fast,50% male,50% female,45,20,20,25,25,40,175,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg
7461,Wishiwashi-School Form,Water,-,Small Fry Pokémon,8.2,78.6,Schooling,60,217,Fast,50% male,50% female,45,140,130,140,135,30,620,https://img.pokemondb.net/artwork/large/wishiwashi-school.jpg
7470,Mareanie-Mareanie,Poison,Water,Brutal Star Pokémon,0.4,8.0,Merciless,190,61,Medium Fast,50% male,50% female,50,53,62,43,52,45,305,https://img.pokemondb.net/artwork/large/mareanie.jpg
7480,Toxapex-Toxapex,Poison,Water,Brutal Star Pokémon,0.7,14.5,Merciless,75,173,Medium Fast,50% male,50% female,50,63,152,53,142,35,495,https://img.pokemondb.net/artwork/large/toxapex.jpg
7490,Mudbray-Mudbray,Ground,-,Donkey Pokémon,1.0,110.0,Own Tempo,190,77,Medium Fast,50% male,50% female,70,100,70,45,55,45,385,https://img.pokemondb.net/artwork/large/mudbray.jpg
7500,Mudsdale-Mudsdale,Ground,-,Draft Horse Pokémon,2.5,920.0,Own Tempo,60,175,Medium Fast,50% male,50% female,100,125,100,55,85,35,500,https://img.pokemondb.net/artwork/large/mudsdale.jpg
7510,Dewpider-Dewpider,Water,Bug,Water Bubble Pokémon,0.3,4.0,Water Bubble,200,54,Medium Fast,50% male,50% female,38,40,52,40,72,27,269,https://img.pokemondb.net/artwork/large/dewpider.jpg
7520,Araquanid-Araquanid,Water,Bug,Water Bubble Pokémon,1.8,82.0,Water Bubble,100,159,Medium Fast,50% male,50% female,68,70,92,50,132,42,454,https://img.pokemondb.net/artwork/large/araquanid.jpg
7530,Fomantis-Fomantis,Grass,-,Sickle Grass Pokémon,0.3,1.5,Leaf Guard,190,50,Medium Fast,50% male,50% female,40,55,35,50,35,35,250,https://img.pokemondb.net/artwork/large/fomantis.jpg
7540,Lurantis-Lurantis,Grass,-,Bloom Sickle Pokémon,0.9,18.5,Leaf Guard,75,168,Medium Fast,50% male,50% female,70,105,90,80,90,45,480,https://img.pokemondb.net/artwork/large/lurantis.jpg
7550,Morelull-Morelull,Grass,Fairy,Illuminating Pokémon,0.2,1.5,Illuminate,190,57,Medium Fast,50% male,50% female,40,35,55,65,75,15,285,https://img.pokemondb.net/artwork/large/morelull.jpg
7560,Shiinotic-Shiinotic,Grass,Fairy,Illuminating Pokémon,1.0,11.5,Illuminate,75,142,Medium Fast,50% male,50% female,60,45,80,90,100,30,405,https://img.pokemondb.net/artwork/large/shiinotic.jpg
7570,Salandit-Salandit,Poison,Fire,Toxic Lizard Pokémon,0.6,4.8,Corrosion,120,64,Medium Fast,87.5% male,12.5% female,48,44,40,71,40,77,320,https://img.pokemondb.net/artwork/large/salandit.jpg
7580,Salazzle-Salazzle,Poison,Fire,Toxic Lizard Pokémon,1.2,22.2,Corrosion,45,168,Medium Fast,0% male,100% female,68,64,60,111,60,117,480,https://img.pokemondb.net/artwork/large/salazzle.jpg
7590,Stufful-Stufful,Normal,Fighting,Flailing Pokémon,0.5,6.8,Fluffy,140,68,Medium Fast,50% male,50% female,70,75,50,45,50,50,340,https://img.pokemondb.net/artwork/large/stufful.jpg
7600,Bewear-Bewear,Normal,Fighting,Strong Arm Pokémon,2.1,135.0,Fluffy,70,175,Medium Fast,50% male,50% female,120,125,80,55,60,60,500,https://img.pokemondb.net/artwork/large/bewear.jpg
7610,Bounsweet-Bounsweet,Grass,-,Fruit Pokémon,0.3,3.2,Leaf Guard,235,42,Medium Slow,0% male,100% female,42,30,38,30,38,32,210,https://img.pokemondb.net/artwork/large/bounsweet.jpg
7620,Steenee-Steenee,Grass,-,Fruit Pokémon,0.7,8.2,Leaf Guard,120,102,Medium Slow,0% male,100% female,52,40,48,40,48,62,290,https://img.pokemondb.net/artwork/large/steenee.jpg
7630,Tsareena-Tsareena,Grass,-,Fruit Pokémon,1.2,21.4,Leaf Guard,45,230,Medium Slow,0% male,100% female,72,120,98,50,98,72,510,https://img.pokemondb.net/artwork/large/tsareena.jpg
7640,Comfey-Comfey,Fairy,-,Posy Picker Pokémon,0.1,0.3,Flower Veil,60,170,Fast,25% male,75% female,51,52,90,82,110,100,485,https://img.pokemondb.net/artwork/large/comfey.jpg
7650,Oranguru-Oranguru,Normal,Psychic,Sage Pokémon,1.5,76.0,Inner Focus,45,172,Slow,50% male,50% female,90,60,80,90,110,60,490,https://img.pokemondb.net/artwork/large/oranguru.jpg
7660,Passimian-Passimian,Fighting,-,Teamwork Pokémon,2.0,82.8,Receiver,45,172,Slow,50% male,50% female,100,120,90,40,60,80,490,https://img.pokemondb.net/artwork/large/passimian.jpg
7670,Wimpod-Wimpod,Bug,Water,Turn Tail Pokémon,0.5,12.0,Wimp Out,90,46,Medium Fast,50% male,50% female,25,35,40,20,30,80,230,https://img.pokemondb.net/artwork/large/wimpod.jpg
7680,Golisopod-Golisopod,Bug,Water,Hard Scale Pokémon,2.0,108.0,Emergency Exit,45,186,Medium Fast,50% male,50% female,75,125,140,60,90,40,530,https://img.pokemondb.net/artwork/large/golisopod.jpg
7690,Sandygast-Sandygast,Ghost,Ground,Sand Heap Pokémon,0.5,70.0,Water Compaction,140,64,Medium Fast,50% male,50% female,55,55,80,70,45,15,320,https://img.pokemondb.net/artwork/large/sandygast.jpg
7700,Palossand-Palossand,Ghost,Ground,Sand Castle Pokémon,1.3,250.0,Water Compaction,60,168,Medium Fast,50% male,50% female,85,75,110,100,75,35,480,https://img.pokemondb.net/artwork/large/palossand.jpg
7710,Pyukumuku-Pyukumuku,Water,-,Sea Cucumber Pokémon,0.3,1.2,Innards Out,60,144,Fast,50% male,50% female,55,60,130,30,130,5,410,https://img.pokemondb.net/artwork/large/pyukumuku.jpg
7720,Type: Null-Type: Null,Normal,-,Synthetic Pokémon,1.9,120.5,Battle Armor,3,107,Slow,Genderless,Genderless,95,95,95,95,95,59,534,https://img.pokemondb.net/artwork/large/type-null.jpg
7730,Silvally-Silvally,Normal,-,Synthetic Pokémon,2.3,100.5,RKS System,3,257,Slow,Genderless,Genderless,95,95,95,95,95,95,570,https://img.pokemondb.net/artwork/large/silvally.jpg
7740,Minior-Meteor Form,Rock,Flying,Meteor Pokémon,0.3,40.0,Shields Down,30,154,Medium Slow,Genderless,Genderless,60,60,100,60,100,60,440,https://img.pokemondb.net/artwork/large/minior-meteor.jpg
7741,Minior-Core Form,Rock,Flying,Meteor Pokémon,0.3,0.3,Shields Down,30,175,Medium Slow,Genderless,Genderless,60,100,60,100,60,120,500,https://img.pokemondb.net/artwork/large/minior-core.jpg
7750,Komala-Komala,Normal,-,Drowsing Pokémon,0.4,19.9,Comatose,45,168,Slow,50% male,50% female,65,115,65,75,95,65,480,https://img.pokemondb.net/artwork/large/komala.jpg
7760,Turtonator-Turtonator,Fire,Dragon,Blast Turtle Pokémon,2.0,212.0,Shell Armor,70,170,Medium Fast,50% male,50% female,60,78,135,91,85,36,485,https://img.pokemondb.net/artwork/large/turtonator.jpg
7770,Togedemaru-Togedemaru,Electric,Steel,Roly-Poly Pokémon,0.3,3.3,Iron Barbs,180,152,Medium Fast,50% male,50% female,65,98,63,40,73,96,435,https://img.pokemondb.net/artwork/large/togedemaru.jpg
7780,Mimikyu-Mimikyu,Ghost,Fairy,Disguise Pokémon,0.2,0.7,Disguise,45,167,Medium Fast,50% male,50% female,55,90,80,50,105,96,476,https://img.pokemondb.net/artwork/large/mimikyu.jpg
7790,Bruxish-Bruxish,Water,Psychic,Gnash Teeth Pokémon,0.9,19.0,Dazzling,80,166,Medium Fast,50% male,50% female,68,105,70,70,70,92,475,https://img.pokemondb.net/artwork/large/bruxish.jpg
7800,Drampa-Drampa,Normal,Dragon,Placid Pokémon,3.0,185.0,Berserk,70,170,Medium Fast,50% male,50% female,78,60,85,135,91,36,485,https://img.pokemondb.net/artwork/large/drampa.jpg
7810,Dhelmise-Dhelmise,Ghost,Grass,Sea Creeper Pokémon,3.9,210.0,Steelworker,25,181,Medium Fast,Genderless,Genderless,70,131,100,86,90,40,517,https://img.pokemondb.net/artwork/large/dhelmise.jpg
7820,Jangmo-o-Jangmo-o,Dragon,-,Scaly Pokémon,0.6,29.7,Bulletproof,45,60,Slow,50% male,50% female,45,55,65,45,45,45,300,https://img.pokemondb.net/artwork/large/jangmo-o.jpg
7830,Hakamo-o-Hakamo-o,Dragon,Fighting,Scaly Pokémon,1.2,47.0,Bulletproof,45,147,Slow,50% male,50% female,55,75,90,65,70,65,420,https://img.pokemondb.net/artwork/large/hakamo-o.jpg
