id,name-form,type_1,type_2,data_species,img
5810,Swanna-Swanna,Water,Flying,White Bird Pokémon,https://img.pokemondb.net/artwork/large/swanna.jpg
5820,Vanillite-Vanillite,Ice,-,Fresh Snow Pokémon,https://img.pokemondb.net/artwork/large/vanillite.jpg
5830,Vanillish-Vanillish,Ice,-,Icy Snow Pokémon,https://img.pokemondb.net/artwork/large/vanillish.jpg
5840,Vanilluxe-Vanilluxe,Ice,-,Snowstorm Pokémon,https://img.pokemondb.net/artwork/large/vanilluxe.jpg
5850,Deerling-Deerling,Normal,Grass,Season Pokémon,https://img.pokemondb.net/artwork/large/deerling.jpg
5860,Sawsbuck-Sawsbuck,Normal,Grass,Season Pokémon,https://img.pokemondb.net/artwork/large/sawsbuck.jpg
5870,Emolga-Emolga,Electric,Flying,Sky Squirrel Pokémon,https://img.pokemondb.net/artwork/large/emolga.jpg
5880,Karrablast-Karrablast,Bug,-,Clamping Pokémon,https://img.pokemondb.net/artwork/large/karrablast.jpg
5890,Escavalier-Escavalier,Bug,Steel,Cavalry Pokémon,https://img.pokemondb.net/artwork/large/escavalier.jpg
5900,Foongus-Foongus,Grass,Poison,Mushroom Pokémon,https://img.pokemondb.net/artwork/large/foongus.jpg
5910,Amoonguss-Amoonguss,Grass,Poison,Mushroom Pokémon,https://img.pokemondb.net/artwork/large/amoonguss.jpg
5920,Frillish-Frillish,Water,Ghost,Floating Pokémon,https://img.pokemondb.net/artwork/large/frillish.jpg
5930,Jellicent-Jellicent,Water,Ghost,Floating Pokémon,https://img.pokemondb.net/artwork/large/jellicent.jpg
5940,Alomomola-Alomomola,Water,-,Caring Pokémon,https://img.pokemondb.net/artwork/large/alomomola.jpg
5950,Joltik-Joltik,Bug,Electric,Attaching Pokémon,https://img.pokemondb.net/artwork/large/joltik.jpg
5960,Galvantula-Galvantula,Bug,Electric,EleSpider Pokémon,https://img.pokemondb.net/artwork/large/galvantula.jpg
5970,Ferroseed-Ferroseed,Grass,Steel,Thorn Seed Pokémon,https://img.pokemondb.net/artwork/large/ferroseed.jpg
5980,Ferrothorn-Ferrothorn,Grass,Steel,Thorn Pod Pokémon,https://img.pokemondb.net/artwork/large/ferrothorn.jpg
5990,Klink-Klink,Steel,-,Gear Pokémon,https://img.pokemondb.net/artwork/large/klink.jpg
6000,Klang-Klang,Steel,-,Gear Pokémon,https://img.pokemondb.net/artwork/large/klang.jpg
6010,Klinklang-Klinklang,Steel,-,Gear Pokémon,https://img.pokemondb.net/artwork/large/klinklang.jpg
6020,Tynamo-Tynamo,Electric,-,EleFish Pokémon,https://img.pokemondb.net/artwork/large/tynamo.jpg
6030,Eelektrik-Eelektrik,Electric,-,EleFish Pokémon,https://img.pokemondb.net/artwork/large/eelektrik.jpg
6040,Eelektross-Eelektross,Electric,-,EleFish Pokémon,https://img.pokemondb.net/artwork/large/eelektross.jpg
6050,Elgyem-Elgyem,Psychic,-,Cerebral Pokémon,https://img.pokemondb.net/artwork/large/elgyem.jpg
6060,Beheeyem-Beheeyem,Psychic,-,Cerebral Pokémon,https://img.pokemondb.net/artwork/large/beheeyem.jpg
6070,Litwick-Litwick,Ghost,Fire,Candle Pokémon,https://img.pokemondb.net/artwork/large/litwick.jpg
6080,Lampent-Lampent,Ghost,Fire,Lamp Pokémon,https://img.pokemondb.net/artwork/large/lampent.jpg
6090,Chandelure-Chandelure,Ghost,Fire,Luring Pokémon,https://img.pokemondb.net/artwork/large/chandelure.jpg
6100,Axew-Axew,Dragon,-,Tusk Pokémon,https://img.pokemondb.net/artwork/large/axew.jpg
6110,Fraxure-Fraxure,Dragon,-,Axe Jaw Pokémon,https://img.pokemondb.net/artwork/large/fraxure.jpg
6120,Haxorus-Haxorus,Dragon,-,Axe Jaw Pokémon,https://img.pokemondb.net/artwork/large/haxorus.jpg
6130,Cubchoo-Cubchoo,Ice,-,Chill Pokémon,https://img.pokemondb.net/artwork/large/cubchoo.jpg
6140,Beartic-Beartic,Ice,-,Freezing Pokémon,https://img.pokemondb.net/artwork/large/beartic.jpg
6150,Cryogonal-Cryogonal,Ice,-,Crystallizing Pokémon,https://img.pokemondb.net/artwork/large/cryogonal.jpg
6160,Shelmet-Shelmet,Bug,-,Snail Pokémon,https://img.pokemondb.net/artwork/large/shelmet.jpg
6170,Accelgor-Accelgor,Bug,-,Shell Out Pokémon,https://img.pokemondb.net/artwork/large/accelgor.jpg
6180,Stunfisk-Stunfisk,Ground,Electric,Trap Pokémon,https://img.pokemondb.net/artwork/large/stunfisk.jpg
6181,Stunfisk-Galarian Stunfisk,Ground,Electric,Trap Pokémon,https://img.pokemondb.net/artwork/large/stunfisk-galarian.jpg
6190,Mienfoo-Mienfoo,Fighting,-,Martial Arts Pokémon,https://img.pokemondb.net/artwork/large/mienfoo.jpg
6200,Mienshao-Mienshao,Fighting,-,Martial Arts Pokémon,https://img.pokemondb.net/artwork/large/mienshao.jpg
6210,Druddigon-Druddigon,Dragon,-,Cave Pokémon,https://img.pokemondb.net/artwork/large/druddigon.jpg
6220,Golett-Golett,Ground,Ghost,Automaton Pokémon,https://img.pokemondb.net/artwork/large/golett.jpg
6230,Golurk-Golurk,Ground,Ghost,Automaton Pokémon,https://img.pokemondb.net/artwork/large/golurk.jpg
6240,Pawniard-Pawniard,Dark,Steel,Sharp Blade Pokémon,https://img.pokemondb.net/artwork/large/pawniard.jpg
6250,Bisharp-Bisharp,Dark,Steel,Sword Blade Pokémon,https://img.pokemondb.net/artwork/large/bisharp.jpg
6260,Bouffalant-Bouffalant,Normal,-,Bash Buffalo Pokémon,https://img.pokemondb.net/artwork/large/bouffalant.jpg
6270,Rufflet-Rufflet,Normal,Flying,Eaglet Pokémon,https://img.pokemondb.net/artwork/large/rufflet.jpg
6280,Braviary-Braviary,Normal,Flying,Valiant Pokémon,https://img.pokemondb.net/artwork/large/braviary.jpg
6281,Braviary-Hisuian Braviary,Normal,Flying,Battle Cry Pokémon,https://img.pokemondb.net/artwork/large/braviary-hisuian.jpg
6290,Vullaby-Vullaby,Dark,Flying,Diapered Pokémon,https://img.pokemondb.net/artwork/large/vullaby.jpg
6300,Mandibuzz-Mandibuzz,Dark,Flying,Bone Vulture Pokémon,https://img.pokemondb.net/artwork/large/mandibuzz.jpg
6310,Heatmor-Heatmor,Fire,-,Anteater Pokémon,https://img.pokemondb.net/artwork/large/heatmor.jpg
6320,Durant-Durant,Bug,Steel,Iron Ant Pokémon,https://img.pokemondb.net/artwork/large/durant.jpg
6330,Deino-Deino,Dark,Dragon,Irate Pokémon,https://img.pokemondb.net/artwork/large/deino.jpg
6340,Zweilous-Zweilous,Dark,Dragon,Hostile Pokémon,https://img.pokemondb.net/artwork/large/zweilous.jpg
6350,Hydreigon-Hydreigon,Dark,Dragon,Brutal Pokémon,https://img.pokemondb.net/artwork/large/hydreigon.jpg
6360,Larvesta-Larvesta,Bug,Fire,Torch Pokémon,https://img.pokemondb.net/artwork/large/larvesta.jpg
6370,Volcarona-Volcarona,Bug,Fire,Sun Pokémon,https://img.pokemondb.net/artwork/large/volcarona.jpg
6380,Cobalion-Cobalion,Steel,Fighting,Iron Will Pokémon,https://img.pokemondb.net/artwork/large/cobalion.jpg
6390,Terrakion-Terrakion,Rock,Fighting,Cavern Pokémon,https://img.pokemondb.net/artwork/large/terrakion.jpg
6400,Virizion-Virizion,Grass,Fighting,Grassland Pokémon,https://img.pokemondb.net/artwork/large/virizion.jpg
6410,Tornadus-Incarnate Forme,Flying,-,Cyclone Pokémon,https://img.pokemondb.net/artwork/large/tornadus-incarnate.jpg
6411,Tornadus-Therian Forme,Flying,-,Cyclone Pokémon,https://img.pokemondb.net/artwork/large/tornadus-therian.jpg
6420,Thundurus-Incarnate Forme,Electric,Flying,Bolt Strike Pokémon,https://img.pokemondb.net/artwork/large/thundurus-incarnate.jpg
6421,Thundurus-Therian Forme,Electric,Flying,Bolt Strike Pokémon,https://img.pokemondb.net/artwork/large/thundurus-therian.jpg
6430,Reshiram-Reshiram,Dragon,Fire,Vast White Pokémon,https://img.pokemondb.net/artwork/large/reshiram.jpg
6440,Zekrom-Zekrom,Dragon,Electric,Deep Black Pokémon,https://img.pokemondb.net/artwork/large/zekrom.jpg
6450,Landorus-Incarnate Forme,Ground,Flying,Abundance Pokémon,https://img.pokemondb.net/artwork/large/landorus-incarnate.jpg
6451,Landorus-Therian Forme,Ground,Flying,Abundance Pokémon,https://img.pokemondb.net/artwork/large/landorus-therian.jpg
6460,Kyurem-Kyurem,Dragon,Ice,Boundary Pokémon,https://img.pokemondb.net/artwork/large/kyurem.jpg
6461,Kyurem-White Kyurem,Dragon,Ice,Boundary Pokémon,https://img.pokemondb.net/artwork/large/kyurem-white.jpg
6462,Kyurem-Black Kyurem,Dragon,Ice,Boundary Pokémon,https://img.pokemondb.net/artwork/large/kyurem-black.jpg
6470,Keldeo-Ordinary Form,Water,Fighting,Colt Pokémon,https://img.pokemondb.net/artwork/large/keldeo-ordinary.jpg
6471,Keldeo-Resolute Form,Water,Fighting,Colt Pokémon,https://img.pokemondb.net/artwork/large/keldeo-resolute.jpg
6480,Meloetta-Aria Forme,Normal,Psychic,Melody Pokémon,https://img.pokemondb.net/artwork/large/meloetta-aria.jpg
6481,Meloetta-Pirouette Forme,Normal,Psychic,Melody Pokémon,https://img.pokemondb.net/artwork/large/meloetta-pirouette.jpg
6490,Genesect-Genesect,Bug,Steel,Paleozoic Pokémon,https://img.pokemondb.net/artwork/large/genesect.jpg
6500,Chespin-Chespin,Grass,-,Spiny Nut Pokémon,https://img.pokemondb.net/artwork/large/chespin.jpg
6510,Quilladin-Quilladin,Grass,-,Spiny Armor Pokémon,https://img.pokemondb.net/artwork/large/quilladin.jpg
6520,Chesnaught-Chesnaught,Grass,Fighting,Spiny Armor Pokémon,https://img.pokemondb.net/artwork/large/chesnaught.jpg
6530,Fennekin-Fennekin,Fire,-,Fox Pokémon,https://img.pokemondb.net/artwork/large/fennekin.jpg
6540,Braixen-Braixen,Fire,-,Fox Pokémon,https://img.pokemondb.net/artwork/large/braixen.jpg
6550,Delphox-Delphox,Fire,Psychic,Fox Pokémon,https://img.pokemondb.net/artwork/large/delphox.jpg
6560,Froakie-Froakie,Water,-,Bubble Frog Pokémon,https://img.pokemondb.net/artwork/large/froakie.jpg
6570,Frogadier-Frogadier,Water,-,Bubble Frog Pokémon,https://img.pokemondb.net/artwork/large/frogadier.jpg
6580,Greninja-Greninja,Water,Dark,Ninja Pokémon,https://img.pokemondb.net/artwork/large/greninja.jpg
6581,Greninja-Ash-Greninja,Water,Dark,Ninja Pokémon,https://img.pokemondb.net/artwork/large/greninja-ash.jpg
6590,Bunnelby-Bunnelby,Normal,-,Digging Pokémon,https://img.pokemondb.net/artwork/large/bunnelby.jpg
6600,Diggersby-Diggersby,Normal,Ground,Digging Pokémon,https://img.pokemondb.net/artwork/large/diggersby.jpg
6610,Fletchling-Fletchling,Normal,Flying,Tiny Robin Pokémon,https://img.pokemondb.net/artwork/large/fletchling.jpg
6620,Fletchinder-Fletchinder,Fire,Flying,Ember Pokémon,https://img.pokemondb.net/artwork/large/fletchinder.jpg
6630,Talonflame-Talonflame,Fire,Flying,Scorching Pokémon,https://img.pokemondb.net/artwork/large/talonflame.jpg
6640,Scatterbug-Scatterbug,Bug,-,Scatterdust Pokémon,https://img.pokemondb.net/artwork/large/scatterbug.jpg
6650,Spewpa-Spewpa,Bug,-,Scatterdust Pokémon,https://img.pokemondb.net/artwork/large/spewpa.jpg
6660,Vivillon-Vivillon,Bug,Flying,Scale Pokémon,https://img.pokemondb.net/artwork/large/vivillon.jpg
6670,Litleo-Litleo,Fire,Normal,Lion Cub Pokémon,https://img.pokemondb.net/artwork/large/litleo.jpg
6680,Pyroar-Pyroar,Fire,Normal,Royal Pokémon,https://img.pokemondb.net/artwork/large/pyroar.jpg
6690,Flabébé-Flabébé,Fairy,-,Single Bloom Pokémon,https://img.pokemondb.net/artwork/large/flabebe.jpg
6700,Floette-Floette,Fairy,-,Single Bloom Pokémon,https://img.pokemondb.net/artwork/large/floette.jpg
6710,Florges-Florges,Fairy,-,Garden Pokémon,https://img.pokemondb.net/artwork/large/florges.jpg
6720,Skiddo-Skiddo,Grass,-,Mount Pokémon,https://img.pokemondb.net/artwork/large/skiddo.jpg
6730,Gogoat-Gogoat,Grass,-,Mount Pokémon,https://img.pokemondb.net/artwork/large/gogoat.jpg
6740,Pancham-Pancham,Fighting,-,Playful Pokémon,https://img.pokemondb.net/artwork/large/pancham.jpg
6750,Pangoro-Pangoro,Fighting,Dark,Daunting Pokémon,https://img.pokemondb.net/artwork/large/pangoro.jpg
6760,Furfrou-Furfrou,Normal,-,Poodle Pokémon,https://img.pokemondb.net/artwork/large/furfrou.jpg
6770,Espurr-Espurr,Psychic,-,Restraint Pokémon,https://img.pokemondb.net/artwork/large/espurr.jpg
6780,Meowstic-Male,Psychic,-,Constraint Pokémon,https://img.pokemondb.net/artwork/large/meowstic-male.jpg
6781,Meowstic-Female,Psychic,-,Constraint Pokémon,https://img.pokemondb.net/artwork/large/meowstic-female.jpg
6790,Honedge-Honedge,Steel,Ghost,Sword Pokémon,https://img.pokemondb.net/artwork/large/honedge.jpg
6800,Doublade-Doublade,Steel,Ghost,Sword Pokémon,https://img.pokemondb.net/artwork/large/doublade.jpg
6810,Aegislash-Shield Forme,Steel,Ghost,Royal Sword Pokémon,https://img.pokemondb.net/artwork/large/aegislash-shield.jpg
6811,Aegislash-Blade Forme,Steel,Ghost,Royal Sword Pokémon,https://img.pokemondb.net/artwork/large/aegislash-blade.jpg
6820,Spritzee-Spritzee,Fairy,-,Perfume Pokémon,https://img.pokemondb.net/artwork/large/spritzee.jpg
6830,Aromatisse-Aromatisse,Fairy,-,Fragrance Pokémon,https://img.pokemondb.net/artwork/large/aromatisse.jpg
6840,Swirlix-Swirlix,Fairy,-,Cotton Candy Pokémon,https://img.pokemondb.net/artwork/large/swirlix.jpg
6850,Slurpuff-Slurpuff,Fairy,-,Meringue Pokémon,https://img.pokemondb.net/artwork/large/slurpuff.jpg
6860,Inkay-Inkay,Dark,Psychic,Revolving Pokémon,https://img.pokemondb.net/artwork/large/inkay.jpg
6870,Malamar-Malamar,Dark,Psychic,Overturning Pokémon,https://img.pokemondb.net/artwork/large/malamar.jpg
6880,Binacle-Binacle,Rock,Water,Two-Handed Pokémon,https://img.pokemondb.net/artwork/large/binacle.jpg
6890,Barbaracle-Barbaracle,Rock,Water,Collective Pokémon,https://img.pokemondb.net/artwork/large/barbaracle.jpg
6900,Skrelp-Skrelp,Poison,Water,Mock Kelp Pokémon,https://img.pokemondb.net/artwork/large/skrelp.jpg
6910,Dragalge-Dragalge,Poison,Dragon,Mock Kelp Pokémon,https://img.pokemondb.net/artwork/large/dragalge.jpg
6920,Clauncher-Clauncher,Water,-,Water Gun Pokémon,https://img.pokemondb.net/artwork/large/clauncher.jpg
6930,Clawitzer-Clawitzer,Water,-,Howitzer Pokémon,https://img.pokemondb.net/artwork/large/clawitzer.jpg
6940,Helioptile-Helioptile,Electric,Normal,Generator Pokémon,https://img.pokemondb.net/artwork/large/helioptile.jpg
6950,Heliolisk-Heliolisk,Electric,Normal,Generator Pokémon,https://img.pokemondb.net/artwork/large/heliolisk.jpg
6960,Tyrunt-Tyrunt,Rock,Dragon,Royal Heir Pokémon,https://img.pokemondb.net/artwork/large/tyrunt.jpg
6970,Tyrantrum-Tyrantrum,Rock,Dragon,Despot Pokémon,https://img.pokemondb.net/artwork/large/tyrantrum.jpg
6980,Amaura-Amaura,Rock,Ice,Tundra Pokémon,https://img.pokemondb.net/artwork/large/amaura.jpg
6990,Aurorus-Aurorus,Rock,Ice,Tundra Pokémon,https://img.pokemondb.net/artwork/large/aurorus.jpg
7000,Sylveon-Sylveon,Fairy,-,Intertwining Pokémon,https://img.pokemondb.net/artwork/large/sylveon.jpg
7010,Hawlucha-Hawlucha,Fighting,Flying,Wrestling Pokémon,https://img.pokemondb.net/artwork/large/hawlucha.jpg
7020,Dedenne-Dedenne,Electric,Fairy,Antenna Pokémon,https://img.pokemondb.net/artwork/large/dedenne.jpg
7030,Carbink-Carbink,Rock,Fairy,Jewel Pokémon,https://img.pokemondb.net/artwork/large/carbink.jpg
7040,Goomy-Goomy,Dragon,-,Soft Tissue Pokémon,https://img.pokemondb.net/artwork/large/goomy.jpg
7050,Sliggoo-Sliggoo,Dragon,-,Soft Tissue Pokémon,https://img.pokemondb.net/artwork/large/sliggoo.jpg
7051,Sliggoo-Hisuian Sliggoo,Dragon,-,Snail Pokémon,https://img.pokemondb.net/artwork/large/sliggoo-hisuian.jpg
7060,Goodra-Goodra,Dragon,-,Dragon Pokémon,https://img.pokemondb.net/artwork/large/goodra.jpg
7061,Goodra-Hisuian Goodra,Dragon,-,Shell Bunker Pokémon,https://img.pokemondb.net/artwork/large/goodra-hisuian.jpg
7070,Klefki-Klefki,Steel,Fairy,Key Ring Pokémon,https://img.pokemondb.net/artwork/large/klefki.jpg
7080,Phantump-Phantump,Ghost,Grass,Stump Pokémon,https://img.pokemondb.net/artwork/large/phantump.jpg
7090,Trevenant-Trevenant,Ghost,Grass,Elder Tree Pokémon,https://img.pokemondb.net/artwork/large/trevenant.jpg
7100,Pumpkaboo-Average Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7101,Pumpkaboo-Small Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7102,Pumpkaboo-Large Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7103,Pumpkaboo-Super Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/pumpkaboo.jpg
7110,Gourgeist-Average Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/gourgeist.jpg
7111,Gourgeist-Small Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/gourgeist.jpg
7112,Gourgeist-Large Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/gourgeist.jpg
7113,Gourgeist-Super Size,Ghost,Grass,Pumpkin Pokémon,https://img.pokemondb.net/artwork/gourgeist.jpg
7120,Bergmite-Bergmite,Ice,-,Ice Chunk Pokémon,https://img.pokemondb.net/artwork/large/bergmite.jpg
7130,Avalugg-Avalugg,Ice,-,Iceberg Pokémon,https://img.pokemondb.net/artwork/large/avalugg.jpg
7131,Avalugg-Hisuian Avalugg,Ice,-,Iceberg Pokémon,https://img.pokemondb.net/artwork/large/avalugg-hisuian.jpg
7140,Noibat-Noibat,Flying,Dragon,Sound Wave Pokémon,https://img.pokemondb.net/artwork/large/noibat.jpg
7150,Noivern-Noivern,Flying,Dragon,Sound Wave Pokémon,https://img.pokemondb.net/artwork/large/noivern.jpg
7160,Xerneas-Xerneas,Fairy,-,Life Pokémon,https://img.pokemondb.net/artwork/large/xerneas.jpg
7170,Yveltal-Yveltal,Dark,Flying,Destruction Pokémon,https://img.pokemondb.net/artwork/large/yveltal.jpg
7180,Zygarde-50% Forme,Dragon,Ground,Order Pokémon,https://img.pokemondb.net/artwork/large/zygarde-50.jpg
7181,Zygarde-10% Forme,Dragon,Ground,Order Pokémon,https://img.pokemondb.net/artwork/large/zygarde-10.jpg
7182,Zygarde-Complete Forme,Dragon,Ground,Order Pokémon,https://img.pokemondb.net/artwork/large/zygarde-complete.jpg
7190,Diancie-Diancie,Rock,Fairy,Jewel Pokémon,https://img.pokemondb.net/artwork/large/diancie.jpg
7191,Diancie-Mega Diancie,Rock,Fairy,Jewel Pokémon,https://img.pokemondb.net/artwork/large/diancie-mega.jpg
7200,Hoopa-Hoopa Confined,Psychic,Ghost,Mischief Pokémon,https://img.pokemondb.net/artwork/large/hoopa-confined.jpg
7201,Hoopa-Hoopa Unbound,Psychic,Ghost,Djinn Pokémon,https://img.pokemondb.net/artwork/large/hoopa-unbound.jpg
7210,Volcanion-Volcanion,Fire,Water,Steam Pokémon,https://img.pokemondb.net/artwork/large/volcanion.jpg
7220,Rowlet-Rowlet,Grass,Flying,Grass Quill Pokémon,https://img.pokemondb.net/artwork/large/rowlet.jpg
7230,Dartrix-Dartrix,Grass,Flying,Blade Quill Pokémon,https://img.pokemondb.net/artwork/large/dartrix.jpg
7240,Decidueye-Decidueye,Grass,Ghost,Arrow Quill Pokémon,https://img.pokemondb.net/artwork/large/decidueye.jpg
7241,Decidueye-Hisuian Decidueye,Grass,Ghost,Arrow Quill Pokémon,https://img.pokemondb.net/artwork/large/decidueye-hisuian.jpg
7250,Litten-Litten,Fire,-,Fire Cat Pokémon,https://img.pokemondb.net/artwork/large/litten.jpg
7260,Torracat-Torracat,Fire,-,Fire Cat Pokémon,https://img.pokemondb.net/artwork/large/torracat.jpg
7270,Incineroar-Incineroar,Fire,Dark,Heel Pokémon,https://img.pokemondb.net/artwork/large/incineroar.jpg
7280,Popplio-Popplio,Water,-,Sea Lion Pokémon,https://img.pokemondb.net/artwork/large/popplio.jpg
7290,Brionne-Brionne,Water,-,Pop Star Pokémon,https://img.pokemondb.net/artwork/large/brionne.jpg
7300,Primarina-Primarina,Water,Fairy,Soloist Pokémon,https://img.pokemondb.net/artwork/large/primarina.jpg
7310,Pikipek-Pikipek,Normal,Flying,Woodpecker Pokémon,https://img.pokemondb.net/artwork/large/pikipek.jpg
7320,Trumbeak-Trumbeak,Normal,Flying,Bugle Beak Pokémon,https://img.pokemondb.net/artwork/large/trumbeak.jpg
7330,Toucannon-Toucannon,Normal,Flying,Cannon Pokémon,https://img.pokemondb.net/artwork/large/toucannon.jpg
7340,Yungoos-Yungoos,Normal,-,Loitering Pokémon,https://img.pokemondb.net/artwork/large/yungoos.jpg
7350,Gumshoos-Gumshoos,Normal,-,Stakeout Pokémon,https://img.pokemondb.net/artwork/large/gumshoos.jpg
7360,Grubbin-Grubbin,Bug,-,Larva Pokémon,https://img.pokemondb.net/artwork/large/grubbin.jpg
7370,Charjabug-Charjabug,Bug,Electric,Battery Pokémon,https://img.pokemondb.net/artwork/large/charjabug.jpg
7380,Vikavolt-Vikavolt,Bug,Electric,Stag Beetle Pokémon,https://img.pokemondb.net/artwork/large/vikavolt.jpg
7390,Crabrawler-Crabrawler,Fighting,-,Boxing Pokémon,https://img.pokemondb.net/artwork/large/crabrawler.jpg
7400,Crabominable-Crabominable,Fighting,Ice,Woolly Crab Pokémon,https://img.pokemondb.net/artwork/large/crabominable.jpg
7410,Oricorio-Baile Style,Fire,Flying,Dancing Pokémon,https://img.pokemondb.net/artwork/large/oricorio-baile.jpg
7411,Oricorio-Pom-Pom Style,Fire,Flying,Dancing Pokémon,https://img.pokemondb.net/artwork/large/oricorio-pom-pom.jpg
7412,Oricorio-Pa'u Style,Fire,Flying,Dancing Pokémon,https://img.pokemondb.net/artwork/large/oricorio-pau.jpg
7413,Oricorio-Sensu Style,Fire,Flying,Dancing Pokémon,https://img.pokemondb.net/artwork/large/oricorio-sensu.jpg
7420,Cutiefly-Cutiefly,Bug,Fairy,Bee Fly Pokémon,https://img.pokemondb.net/artwork/large/cutiefly.jpg
7430,Ribombee-Ribombee,Bug,Fairy,Bee Fly Pokémon,https://img.pokemondb.net/artwork/large/ribombee.jpg
7440,Rockruff-Rockruff,Rock,-,Puppy Pokémon,https://img.pokemondb.net/artwork/large/rockruff.jpg
7441,Rockruff-Own Tempo Rockruff,Rock,-,Puppy Pokémon,https://img.pokemondb.net/artwork/rockruff.jpg
7450,Lycanroc-Midday Form,Rock,-,Wolf Pokémon,https://img.pokemondb.net/artwork/large/lycanroc-midday.jpg
7451,Lycanroc-Midnight Form,Rock,-,Wolf Pokémon,https://img.pokemondb.net/artwork/large/lycanroc-midnight.jpg
7452,Lycanroc-Dusk Form,Rock,-,Wolf Pokémon,https://img.pokemondb.net/artwork/large/lycanroc-dusk.jpg
7460,Wishiwashi-Solo Form,Water,-,Small Fry Pokémon,https://img.pokemondb.net/artwork/large/wishiwashi-solo.jpg
7461,Wishiwashi-School Form,Water,-,Small Fry Pokémon,https://img.pokemondb.net/artwork/large/wishiwashi-school.jpg
7470,Mareanie-Mareanie,Poison,Water,Brutal Star Pokémon,https://img.pokemondb.net/artwork/large/mareanie.jpg
7480,Toxapex-Toxapex,Poison,Water,Brutal Star Pokémon,https://img.pokemondb.net/artwork/large/toxapex.jpg
7490,Mudbray-Mudbray,Ground,-,Donkey Pokémon,https://img.pokemondb.net/artwork/large/mudbray.jpg
7500,Mudsdale-Mudsdale,Ground,-,Draft Horse Pokémon,https://img.pokemondb.net/artwork/large/mudsdale.jpg
7510,Dewpider-Dewpider,Water,Bug,Water Bubble Pokémon,https://img.pokemondb.net/artwork/large/dewpider.jpg
7520,Araquanid-Araquanid,Water,Bug,Water Bubble Pokémon,https://img.pokemondb.net/artwork/large/araquanid.jpg
7530,Fomantis-Fomantis,Grass,-,Sickle Grass Pokémon,https://img.pokemondb.net/artwork/large/fomantis.jpg
7540,Lurantis-Lurantis,Grass,-,Bloom Sickle Pokémon,https://img.pokemondb.net/artwork/large/lurantis.jpg
7550,Morelull-Morelull,Grass,Fairy,Illuminating Pokémon,https://img.pokemondb.net/artwork/large/morelull.jpg
7560,Shiinotic-Shiinotic,Grass,Fairy,Illuminating Pokémon,https://img.pokemondb.net/artwork/large/shiinotic.jpg
7570,Salandit-Salandit,Poison,Fire,Toxic Lizard Pokémon,https://img.pokemondb.net/artwork/large/salandit.jpg
7580,Salazzle-Salazzle,Poison,Fire,Toxic Lizard Pokémon,https://img.pokemondb.net/artwork/large/salazzle.jpg
7590,Stufful-Stufful,Normal,Fighting,Flailing Pokémon,https://img.pokemondb.net/artwork/large/stufful.jpg
7600,Bewear-Bewear,Normal,Fighting,Strong Arm Pokémon,https://img.pokemondb.net/artwork/large/bewear.jpg
7610,Bounsweet-Bounsweet,Grass,-,Fruit Pokémon,https://img.pokemondb.net/artwork/large/bounsweet.jpg
7620,Steenee-Steenee,Grass,-,Fruit Pokémon,https://img.pokemondb.net/artwork/large/steenee.jpg
7630,Tsareena-Tsareena,Grass,-,Fruit Pokémon,https://img.pokemondb.net/artwork/large/tsareena.jpg
7640,Comfey-Comfey,Fairy,-,Posy Picker Pokémon,https://img.pokemondb.net/artwork/large/comfey.jpg
7650,Oranguru-Oranguru,Normal,Psychic,Sage Pokémon,https://img.pokemondb.net/artwork/large/oranguru.jpg
7660,Passimian-Passimian,Fighting,-,Teamwork Pokémon,https://img.pokemondb.net/artwork/large/passimian.jpg
7670,Wimpod-Wimpod,Bug,Water,Turn Tail Pokémon,https://img.pokemondb.net/artwork/large/wimpod.jpg
7680,Golisopod-Golisopod,Bug,Water,Hard Scale Pokémon,https://img.pokemondb.net/artwork/large/golisopod.jpg
7690,Sandygast-Sandygast,Ghost,Ground,Sand Heap Pokémon,https://img.pokemondb.net/artwork/large/sandygast.jpg
7700,Palossand-Palossand,Ghost,Ground,Sand Castle Pokémon,https://img.pokemondb.net/artwork/large/palossand.jpg
7710,Pyukumuku-Pyukumuku,Water,-,Sea Cucumber Pokémon,https://img.pokemondb.net/artwork/large/pyukumuku.jpg
7720,Type: Null-Type: Null,Normal,-,Synthetic Pokémon,https://img.pokemondb.net/artwork/large/type-null.jpg
7730,Silvally-Silvally,Normal,-,Synthetic Pokémon,https://img.pokemondb.net/artwork/large/silvally.jpg
7740,Minior-Meteor Form,Rock,Flying,Meteor Pokémon,https://img.pokemondb.net/artwork/large/minior-meteor.jpg
7741,Minior-Core Form,Rock,Flying,Meteor Pokémon,https://img.pokemondb.net/artwork/large/minior-core.jpg
7750,Komala-Komala,Normal,-,Drowsing Pokémon,https://img.pokemondb.net/artwork/large/komala.jpg
